,name
1673,"Hot dog sandwich, NFS, on wheat bun"
1674,"Hot dog sandwich, NFS, on white bread"
1675,"Hot dog sandwich, NFS, on wheat bread"
1676,"Hot dog sandwich, beef, on white bun"
1677,"Hot dog sandwich, beef, on wheat bun"
1678,"Hot dog sandwich, beef, on white bread"
1679,"Hot dog sandwich, beef, on wheat bread"
1680,"Hot dog sandwich, meat and poultry, on white bun"
1681,"Hot dog sandwich, meat and poultry, on wheat bun"
1682,"Hot dog sandwich, meat and poultry, on white bread"
1683,"Hot dog sandwich, meat and poultry, on wheat bread"
1684,"Hot dog sandwich, turkey, on white bun"
1685,"Hot dog sandwich, turkey, on wheat bun"
1686,"Hot dog sandwich, turkey, on white bread"
1687,"Hot dog sandwich, turkey, on wheat bread"
1688,"Hot dog sandwich, reduced fat, on white bun"
1689,"Hot dog sandwich, reduced fat, on wheat bun"
1690,"Hot dog sandwich, reduced fat, on white bread"
1691,"Hot dog sandwich, reduced fat, on wheat bread"
1692,"Hot dog sandwich, vegetarian, on bun"
1693,"Hot dog sandwich, vegetarian, on bread"
1694,"Chili hot dog sandwich, on white bun"
1695,"Chili hot dog sandwich, on wheat bun"
1696,"Chili hot dog sandwich, on white bread"
1697,"Chili hot dog sandwich, on wheat bread"
1698,Multiple meat sandwich on white
1699,"Multiple meat sandwich on white, with cheese"
1700,Multiple meat sandwich on wheat
1701,"Multiple meat sandwich on wheat, with cheese"
1702,"Multiple meat sandwich or sub, restaurant"
1703,"Multiple meat sandwich or sub, with cheese, restaurant"
1704,Multiple meat sandwich wrap
1705,Turkey and ham sandwich on white
1706,"Turkey and ham sandwich on white, with cheese"
1707,Turkey and ham sandwich on wheat
1708,"Turkey and ham sandwich on wheat, with cheese"
1709,"Turkey and ham sandwich or sub, restaurant"
1710,"Turkey and ham sandwich or sub, with cheese, restaurant"
1711,"Frozen dinner, NFS"
1712,"Beef dinner, NFS, frozen meal"
1713,"Beef with vegetable, diet frozen meal"
1714,"Salisbury steak dinner, NFS, frozen meal"
1715,"Salisbury steak with gravy, potatoes, vegetable, frozen meal"
1716,"Salisbury steak with gravy, whipped potatoes, vegetable, dessert, frozen meal"
1717,"Salisbury steak with gravy, macaroni and cheese, frozen meal"
1718,"Beef, sliced, with gravy, potatoes, vegetable, frozen meal"
1719,"Meatballs, Swedish, in gravy, with noodles, diet frozen meal"
1720,"Beef with spaetzle or rice, vegetable, frozen meal"
1721,"Chicken dinner, NFS, frozen meal"
1722,"Chicken, fried, with potatoes, vegetable, frozen meal"
1723,"Chicken patty, or nuggets, boneless, breaded, potatoes, vegetable, frozen meal"
1724,"Chicken, fried, with potatoes, vegetable, dessert, frozen meal, large meat portion"
1725,"Teriyaki chicken with rice and vegetable, diet frozen meal"
1726,"Chicken with rice and vegetable, diet frozen meal"
1727,"Chicken and vegetables au gratin with rice, diet frozen entree"
1728,"Chicken and vegetable entree with rice, diet frozen meal"
1729,"Chicken with noodles and cheese sauce, diet frozen meal"
1730,"Chicken and vegetable entree with noodles, diet frozen meal"
1731,"Chicken in soy-based sauce, rice and vegetables, frozen meal"
1732,"Chicken and vegetable entree with noodles and cream sauce, frozen meal"
1733,"Turkey with vegetable, stuffing, diet frozen meal"
1734,"Turkey with gravy, dressing, potatoes, vegetable, frozen meal"
1735,"Fish in lemon-butter sauce with starch item, vegetable, frozen meal"
1736,"Shrimp and vegetables in sauce with noodles, diet frozen meal"
1737,"Meat loaf dinner, NFS, frozen meal"
1738,"Meat loaf with potatoes, vegetable, frozen meal"
1739,"Soup, meatball"
1740,"Soup, pho, with meat"
1741,"Soup, pho, no meat"
1742,"Soup, pepperpot"
1743,"Soup, beef, canned"
1744,"Soup, sopa or caldo de res"
1745,"Soup, pozole"
1746,"Soup, Italian wedding"
1747,"Soup, pork or ham"
1748,"Soup, broth"
1749,"Soup, chicken, canned"
1750,"Soup, chicken"
1751,"Soup, sopa or caldo de pollo"
1752,"Soup, hot and sour"
1753,"Soup, cream of chicken"
1754,"Soup, Manhattan clam chowder"
1755,"Soup, New England clam chowder"
1756,"Soup, bisque"
1757,Lobster gumbo
1758,Shrimp gumbo
1759,"Soup, fish or shrimp"
1760,"Gravy, poultry"
1761,"Gravy, beef"
1762,"Gravy, beef, fat free"
1763,"Gravy, poultry, fat free"
1764,"Gravy, made with soy sauce"
1765,"Gravy, NFS"
1766,Oyster sauce
1767,Mole sauce
1768,"Egg, whole, raw"
1769,"Egg, whole, cooked, NS as to cooking method"
1770,"Egg, whole, boiled or poached"
1771,"Egg, whole, fried, NS as to fat"
1772,"Egg, whole, fried no added fat"
1773,"Egg, whole, fried with margarine"
1774,"Egg, whole, fried with oil"
1775,"Egg, whole, fried with butter"
1776,"Egg, whole, fried with animal fat or meat drippings"
1777,"Egg, whole, fried with cooking spray"
1778,"Egg, whole, fried, NS as to fat type"
1779,"Egg, whole, fried, from fast food / restaurant"
1780,"Egg, whole, baked, NS as to fat"
1781,"Egg, whole, baked, no added fat"
1782,"Egg, whole, baked, fat added"
1783,"Egg, whole, pickled"
1784,"Egg, white only, raw"
1785,"Egg, white, cooked, NS as to fat"
1786,"Egg, white, cooked, no added fat"
1787,"Egg, white, cooked, fat added"
1788,"Egg, yolk only, raw"
1789,"Egg, yolk only, cooked, NS as to fat"
1790,"Egg, yolk only, cooked, no added fat"
1791,"Egg, yolk only, cooked, fat added"
1792,"Duck egg, cooked"
1793,"Goose egg, cooked"
1794,"Quail egg, canned"
1795,"Egg, creamed"
1796,"Egg, Benedict"
1797,"Egg, deviled"
1798,"Egg salad, made with mayonnaise"
1799,"Egg salad, made with light mayonnaise"
1800,"Egg salad, made with mayonnaise-type salad dressing"
1801,"Egg salad, made with light mayonnaise-type salad dressing"
1802,"Egg salad, made with creamy dressing"
1803,"Egg salad, made with light creamy dressing"
1804,"Egg salad, made with Italian dressing"
1805,"Egg salad, made with light Italian dressing"
1806,"Egg Salad, made with any type of fat free dressing"
1807,Huevos rancheros
1808,"Egg casserole with bread, cheese, milk and meat"
1809,"Egg foo yung, NFS"
1810,Chicken egg foo yung
1811,Pork egg foo yung
1812,Shrimp egg foo yung
1813,Beef egg foo yung
1814,"Egg omelet or scrambled egg, NS as to fat"
1815,"Egg omelet or scrambled egg, made with margarine"
1816,"Egg omelet or scrambled egg, made with oil"
1817,"Egg omelet or scrambled egg, made with butter"
1818,"Egg omelet or scrambled egg, made with animal fat or meat drippings"
1819,"Egg omelet or scrambled egg, made with cooking spray"
1820,"Egg omelet or scrambled egg, NS as to fat type"
1821,"Egg omelet or scrambled egg, no added fat"
1822,"Egg omelet or scrambled egg, from fast food / restaurant"
1823,"Egg omelet or scrambled egg, with cheese, made with margarine"
1824,"Egg omelet or scrambled egg, with cheese, made with oil"
1825,"Egg omelet or scrambled egg, with cheese, made with butter"
1826,"Egg omelet or scrambled egg, with cheese, made with animal fat or meat drippings"
1827,"Egg omelet or scrambled egg, with cheese, made with cooking spray"
1828,"Egg omelet or scrambled egg, with cheese, no added fat"
1829,"Egg omelet or scrambled egg, with meat, NS as to fat"
1830,"Egg omelet or scrambled egg, with meat, made with margarine"
1831,"Egg omelet or scrambled egg, with meat, made with oil"
1832,"Egg omelet or scrambled egg, with meat, made with butter"
1833,"Egg omelet or scrambled egg, with meat, made with animal fat or meat drippings"
1834,"Egg omelet or scrambled egg, with meat, made with cooking spray"
1835,"Egg omelet or scrambled egg, with meat, NS as to fat type"
1836,"Egg omelet or scrambled egg, with meat, no added fat"
1837,"Egg omelet or scrambled egg, with cheese and meat, NS as to fat"
1838,"Egg omelet or scrambled egg, with cheese and meat, made with margarine"
1839,"Egg omelet or scrambled egg, with cheese and meat, made with oil"
1840,"Egg omelet or scrambled egg, with cheese and meat, made with butter"
1841,"Egg omelet or scrambled egg, with cheese and meat, made with animal fat or meat drippings"
1842,"Egg omelet or scrambled egg, with cheese and meat, made with cooking spray"
1843,"Egg omelet or scrambled egg, with cheese and meat, NS as to fat type"
1844,"Egg omelet or scrambled egg, with cheese and meat, no added fat"
1845,"Egg omelet or scrambled egg, with tomatoes, fat added"
1846,"Egg omelet or scrambled egg, with tomatoes, no added fat"
1847,"Egg omelet or scrambled egg, with tomatoes, NS as to fat"
1848,"Egg omelet or scrambled egg, with dark-green vegetables, fat added"
1849,"Egg omelet or scrambled egg, with dark-green vegetables, no added fat"
1850,"Egg omelet or scrambled egg, with dark-green vegetables, NS as to fat"
1851,"Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, fat added"
1852,"Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, no fat added"
1853,"Egg omelet or scrambled egg, with tomatoes and dark-green vegetables, NS as to fat"
1854,"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, fat added"
1855,"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, no added fat"
1856,"Egg omelet or scrambled egg, with vegetables other than dark green and/or tomatoes, NS as to fat"
1857,"Egg omelet or scrambled egg, with cheese and tomatoes, fat added"
1858,"Egg omelet or scrambled egg, with cheese and tomatoes, no added fat"
1859,"Egg omelet or scrambled egg, with cheese and tomatoes, NS as to fat"
1860,"Egg omelet or scrambled egg, with cheese and dark-green vegetables, fat added"
1861,"Egg omelet or scrambled egg, with cheese and dark-green vegetables, no added fat"
1862,"Egg omelet or scrambled egg, with cheese and dark-green vegetables, NS as to fat"
1863,"Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, fat added"
1864,"Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, no added fat"
1865,"Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, NS as to fat"
1866,"Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, fat added"
1867,"Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, no added fat"
1868,"Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, NS as to fat"
1869,"Egg omelet or scrambled egg, with meat and tomatoes, fat added"
1870,"Egg omelet or scrambled egg, with meat and tomatoes, no added fat"
1871,"Egg omelet or scrambled egg, with meat and tomatoes, NS as to fat"
1872,"Egg omelet or scrambled egg, with meat and dark-green vegetables, fat added"
1873,"Egg omelet or scrambled egg, with meat and dark-green vegetables, no added fat"
1874,"Egg omelet or scrambled egg, with meat and dark-green vegetables, NS as to fat"
1875,"Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, fat added"
1876,"Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, no added fat"
1877,"Egg omelet or scrambled egg, with meat, tomatoes, and dark-green vegetables, NS as to fat"
1878,"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, fat added"
1879,"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, no added fat"
1880,"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, NS as to fat"
1881,"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, fat added"
1882,"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, no added fat"
1883,"Egg omelet or scrambled egg, with cheese, meat, and tomatoes, NS as to fat"
1884,"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, fat added"
1885,"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, no added fat"
1886,"Egg omelet or scrambled egg, with cheese, meat, and dark-green vegetables, NS as to fat"
1887,"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, fat added"
1888,"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, no added fat"
1889,"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, NS as to fat"
1890,"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, fat added"
1891,"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, no added fat"
1892,"Egg omelet or scrambled egg, with cheese, meat, and vegetables other than dark-green and/or tomatoes, NS as to fat"
1893,"Egg omelet or scrambled egg, with potatoes and/or onions, fat added"
1894,"Egg omelet or scrambled egg, with potatoes and/or onions, no added fat"
1895,"Egg omelet or scrambled egg, with potatoes and/or onions, NS as to fat"
1896,Egg salad sandwich on white
1897,Egg salad sandwich on wheat
1898,"Soup, egg drop"
1899,"Egg white omelet, scrambled, or fried, NS as to fat"
1900,"Egg white omelet, scrambled, or fried, made with margarine"
1901,"Egg white omelet, scrambled, or fried, made with oil"
1902,"Egg white omelet, scrambled, or fried, made with butter"
1903,"Egg white omelet, scrambled, or fried, made with cooking spray"
1904,"Egg white omelet, scrambled, or fried, NS as to fat type"
1905,"Egg white omelet, scrambled, or fried, no added fat"
1906,"Egg white, omelet, scrambled, or fried, with cheese"
1907,"Egg white, omelet, scrambled, or fried, with meat"
1908,"Egg white, omelet, scrambled, or fried, with vegetables"
1909,"Egg white, omelet, scrambled, or fried, with cheese and meat"
1910,"Egg white, omelet, scrambled, or fried, with cheese and vegetables"
1911,"Egg white, omelet, scrambled, or fried, with meat and vegetables"
1912,"Egg white, omelet, scrambled, or fried, with cheese, meat, and vegetables"
1913,Meringues
1914,"Egg substitute, omelet, scrambled, or fried, fat added"
1915,"Egg substitute, omelet, scrambled, or fried, no added fat"
1916,"Egg substitute, omelet, scrambled, or fried, with cheese"
1917,"Egg substitute, omelet, scrambled, or fried, with meat"
1918,"Egg substitute, omelet, scrambled, or fried, with vegetables"
1919,"Egg substitute, omelet, scrambled, or fried, with cheese and meat"
1920,"Egg substitute, omelet, scrambled, or fried, with cheese and vegetables"
1921,"Egg substitute, omelet, scrambled, or fried, with meat and vegetables"
1922,"Egg substitute, omelet, scrambled, or fried, with cheese, meat, and vegetables"
1923,Egg sandwich on white bread
1924,"Egg sandwich on white bread, with cheese"
1925,"Egg sandwich on white bread, with meat"
1926,"Egg sandwich on white bread, with meat and cheese"
1927,Egg sandwich on wheat bread
1928,"Egg sandwich on wheat bread, with cheese"
1929,"Egg sandwich on wheat bread, with meat"
1930,"Egg sandwich on wheat bread, with meat and cheese"
