food_name,category,healthy,long_covid,me_cfs,mcas,pots,notes
"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Fish & seafood (fresh/frozen),ok,ok,ok,caution,ok,Shellfish high histamine; fresh fin fish ok for most
"Shrimp shish kabob with vegetables, excluding potatoes",Fish & seafood (fresh/frozen),ok,ok,ok,caution,ok,Shellfish high histamine; fresh fin fish ok for most
"Shrimp creole, no rice",Fish & seafood (fresh/frozen),ok,ok,ok,caution,ok,Shellfish high histamine; fresh fin fish ok for most
Kung Pao shrimp,Fish & seafood (fresh/frozen),ok,ok,ok,caution,ok,Shellfish high histamine; fresh fin fish ok for most
"Tuna casserole with vegetables and mushroom sauce, no noodles",Fish & seafood (fresh/frozen),ok,ok,ok,caution,ok,Shellfish high histamine; fresh fin fish ok for most
"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Fish & seafood (fresh/frozen),ok,ok,ok,caution,ok,Shellfish high histamine; fresh fin fish ok for most
"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Fish & seafood (fresh/frozen),ok,ok,ok,caution,ok,Shellfish high histamine; fresh fin fish ok for most
"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",Fish & seafood (fresh/frozen),ok,ok,ok,caution,ok,Shellfish high histamine; fresh fin fish ok for most
"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",Fish & seafood (fresh/frozen),ok,ok,ok,caution,ok,Shellfish high histamine; fresh fin fish ok for most
"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",Fish & seafood (fresh/frozen),ok,ok,ok,caution,ok,Shellfish high histamine; fresh fin fish ok for most
"Fish and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, tomato-based sauce",Fish & seafood (fresh/frozen),ok,ok,ok,caution,ok,Shellfish high histamine; fresh fin fish ok for most
"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",Fish & seafood (fresh/frozen),ok,ok,ok,caution,ok,Shellfish high histamine; fresh fin fish ok for most
"Fish and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",Fish & seafood (fresh/frozen),ok,ok,ok,caution,ok,Shellfish high histamine; fresh fin fish ok for most
"Fish shish kabob with vegetables, excluding potatoes",Fish & seafood (fresh/frozen),ok,ok,ok,caution,ok,Shellfish high histamine; fresh fin fish ok for most
"Fried fish with sauce, Puerto Rican style",Fish & seafood (fresh/frozen),ok,ok,ok,caution,ok,Shellfish high histamine; fresh fin fish ok for most
"Lobster with sauce, Puerto Rican style",Fish & seafood (fresh/frozen),ok,ok,ok,caution,ok,Shellfish high histamine; fresh fin fish ok for most
"Octopus salad, Puerto Rican style",Fish & seafood (fresh/frozen),ok,ok,ok,caution,ok,Shellfish high histamine; fresh fin fish ok for most
"Codfish salad, Puerto Rican style, Serenata",Fish & seafood (fresh/frozen),ok,ok,ok,caution,ok,Shellfish high histamine; fresh fin fish ok for most
"Chow mein or chop suey, NS as to type of meat, no noodles",Pasta / noodles,ok,ok,ok,ok,neutral,Generally low histamine; check for additives
Lau lau,Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Antipasto with ham, fish, cheese, vegetables",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
"Livers, chicken, chopped, with eggs and onion",Eggs,ok,ok,ok,ok,neutral,Low histamine; well tolerated
"Liver, beef or calves, and onions",Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
"Stewed chitterlings, Puerto Rican style",Soups & stews,ok,ok,ok,caution,ok,Homemade ok; stock/broth may be high histamine if slow-cooked
"Stewed gizzards, Puerto Rican style",Soups & stews,ok,ok,ok,caution,ok,Homemade ok; stock/broth may be high histamine if slow-cooked
"Gumbo, no rice",Rice,ok,ok,ok,ok,neutral,Low histamine; easily tolerated
"Sandwich, NFS",Fast food / mixed dishes,caution,avoid,avoid,caution,neutral,"Ultra-processed; seed oils, additives, high sodium"
"Sandwich wrap, NFS",Bread & baked goods,ok,caution,caution,caution,neutral,Commercial bread often has additives; sourdough higher histamine
"Barbecue sandwich, NFS",Fast food / mixed dishes,caution,avoid,avoid,caution,neutral,"Ultra-processed; seed oils, additives, high sodium"
"Sloppy joe sandwich, on white bun",Bread & baked goods,ok,caution,caution,caution,neutral,Commercial bread often has additives; sourdough higher histamine
"Sloppy joe sandwich, on wheat bun",Bread & baked goods,ok,caution,caution,caution,neutral,Commercial bread often has additives; sourdough higher histamine
"Barbecue beef sandwich, on white bun",Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
"Barbecue beef sandwich, on wheat bun",Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
"Cheeseburger slider, from fast food",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
"Cheeseburger, NFS",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
"Cheeseburger, from fast food, 1 small patty",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
Cheeseburger (Burger King),Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
Whopper Jr with cheese (Burger King),Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
Cheeseburger (McDonalds),Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
"Cheeseburger, from school cafeteria",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
Cheeseburger slider,Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
"Cheeseburger, on white bun, 1 small patty",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
"Cheeseburger, on wheat bun, 1 small patty",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
"Cheeseburger, from fast food, 1 medium patty",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
Quarter Pounder (McDonalds),Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Whopper with cheese (Burger King),Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
Quarter Pounder with cheese (McDonalds),Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
"Cheeseburger, on white bun, 1 medium patty",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
"Cheeseburger, on wheat bun, 1 medium patty",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
"Cheeseburger, on white bun, 1 large patty",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
"Cheeseburger, on wheat bun, 1 large patty",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
"Double cheeseburger, on white bun, 2 small patties",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
"Double cheeseburger, on wheat bun, 2 small patties",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
"Double cheeseburger, on white bun, 2 medium patties",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
"Double cheeseburger, on wheat bun, 2 medium patties",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
"Cheeseburger, from fast food, 1 large patty",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
"Double cheeseburger, on white bun, 2 large patties",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
"Double cheeseburger, on wheat bun, 2 large patties",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
"Double cheeseburger, from fast food, 2 small patties",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
Double cheeseburger (Burger King),Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
Double cheeseburger (McDonalds),Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
McDouble (McDonalds),Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
Big Mac (McDonalds),Other / mixed dishes,ok,caution,caution,caution,neutral,Highly variable; preparation and ingredients matter
"Double cheeseburger, from fast food, 2 medium patties",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
"Double cheeseburger, from fast food, 2 large patties",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
"Hamburger slider, from fast food",Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
"Hamburger, NFS",Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
"Hamburger, from fast food, 1 small patty",Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
Hamburger (Burger King),Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
Whopper Jr (Burger King),Fast food / mixed dishes,caution,avoid,avoid,caution,neutral,"Ultra-processed; seed oils, additives, high sodium"
Hamburger (McDonalds),Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
"Hamburger, from school cafeteria",Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
Hamburger slider,Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
"Hamburger, on white bun, 1 small patty",Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
"Hamburger, on wheat bun, 1 small patty",Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
"Hamburger, from fast food, 1 medium patty",Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
"Hamburger, from fast food, 1 large patty",Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
Whopper (Burger King),Fast food / mixed dishes,caution,avoid,avoid,caution,neutral,"Ultra-processed; seed oils, additives, high sodium"
"Hamburger, on white bun, 1 medium patty",Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
"Hamburger, on wheat bun, 1 medium patty",Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
"Hamburger, on white bun, 1 large patty",Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
"Hamburger, on wheat bun, 1 large patty",Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
"Double hamburger, on white bun, 2 small patties",Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
"Double hamburger, on wheat bun, 2 small patties",Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
"Double hamburger, on white bun, 2 medium patties",Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
"Double hamburger, on wheat bun, 2 medium patties",Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
"Double hamburger, on white bun, 2 large patties",Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
"Double hamburger, on wheat bun, 2 large patties",Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
"Double hamburger, from fast food, 2 small patties",Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
"Double hamburger, from fast food, 2 medium patties",Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
"Double hamburger, from fast food, 2 large patties",Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
Meatball sandwich or sub,Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
Meatloaf sandwich,Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
"Chiliburger, with or without cheese, on bun",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
Corned beef sandwich on white,Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
"Corned beef sandwich on white, with cheese",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
Corned beef sandwich on wheat,Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
"Corned beef sandwich on wheat, with cheese",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
Reuben sandwich,Fast food / mixed dishes,caution,avoid,avoid,caution,neutral,"Ultra-processed; seed oils, additives, high sodium"
Roast beef sandwich on white,Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
"Roast beef sandwich on white, with cheese",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
Roast beef sandwich on wheat,Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
"Roast beef sandwich on wheat, with cheese",Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
French dip sandwich,Fast food / mixed dishes,caution,avoid,avoid,caution,neutral,"Ultra-processed; seed oils, additives, high sodium"
Steak sandwich or sub on white,Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
Steak sandwich or sub on wheat,Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
Cheese steak sandwich or sub on white,Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
Cheese steak sandwich or sub on wheat,Cheese,ok,ok,ok,avoid,neutral,"Aged/hard cheeses very high histamine; fresh cheese (ricotta, mozzarella) lower risk"
Gyro sandwich,Fast food / mixed dishes,caution,avoid,avoid,caution,neutral,"Ultra-processed; seed oils, additives, high sodium"
"Hamburger wrap sandwich, from fast food",Beef,ok,ok,ok,ok,neutral,Fresh/frozen ok; aged or slow-cooked raises histamine
Ham sandwich on white,Cured / processed meats,caution,caution,caution,avoid,neutral,Nitrates + high histamine; common MCAS trigger
